Freq.	S11(V1)	S12(V1)	S21(V1)	S22(V1)
1.10255433210219e+08	6.81371827815198e-01,-2.04791322739558e-01	1.63763405246374e-03,1.20099904003508e-02	-2.01346552091847e+01,3.89027597811340e+00	9.45341771899014e-01,-1.61713487160196e-01
1.10280823384951e+08	6.81355211275042e-01,-2.04835662743262e-01	1.63835672405524e-03,1.20126371670546e-02	-2.01343578880560e+01,3.89112156422848e+00	9.45329237474818e-01,-1.61748610138254e-01
1.10306219406661e+08	6.81338587488960e-01,-2.04880011446477e-01	1.63907970656677e-03,1.20152844648974e-02	-2.01340604392971e+01,3.89196730494412e+00	9.45316697743919e-01,-1.61783738741881e-01
1.10331621276694e+08	6.81321956446718e-01,-2.04924368536598e-01	1.63980300575436e-03,1.20179322927831e-02	-2.01337628603577e+01,3.89281320966983e+00	9.45304152519282e-01,-1.61818874227982e-01
1.10357028996398e+08	6.81305318560333e-01,-2.04968732745372e-01	1.64052660333105e-03,1.20205806552482e-02	-2.01334651604457e+01,3.89365924775623e+00	9.45291602157158e-01,-1.61854015149324e-01
1.10382442567118e+08	6.81288672981384e-01,-2.05013106771344e-01	1.64125053517091e-03,1.20232295436291e-02	-2.01331673214204e+01,3.89450547873311e+00	9.45279045984581e-01,-1.61889164044436e-01
1.10407861990203e+08	6.81272020372236e-01,-2.05057488334462e-01	1.64197477577402e-03,1.20258789643559e-02	-2.01328693563608e+01,3.89535185995465e+00	9.45266484442866e-01,-1.61924319496293e-01
1.10433287267001e+08	6.81255360220430e-01,-2.05101879149699e-01	1.64269934539740e-03,1.20285289125208e-02	-2.01325712549318e+01,3.89619842492377e+00	9.45253917172758e-01,-1.61959482706354e-01
1.10458718398859e+08	6.81238692937304e-01,-2.05146277951612e-01	1.64342422578294e-03,1.20311793926633e-02	-2.01322730263400e+01,3.89704514305458e+00	9.45241344531211e-01,-1.61994652230153e-01
1.10484155387126e+08	6.81222018597603e-01,-2.05190684459172e-01	1.64414941431859e-03,1.20338304055425e-02	-2.01319746719479e+01,3.89789200981122e+00	9.45228766558623e-01,-1.62029827961557e-01
1.10509598233150e+08	6.81205337024896e-01,-2.05235099404913e-01	1.64487491563775e-03,1.20364819500176e-02	-2.01316761892372e+01,3.89873903269533e+00	9.45216183210375e-01,-1.62065009766062e-01
1.10535046938280e+08	6.81188647619643e-01,-2.05279524476404e-01	1.64560075847251e-03,1.20391340192897e-02	-2.01313775639022e+01,3.89958625927693e+00	9.45203593897052e-01,-1.62100200214925e-01
1.10560501503866e+08	6.81171951717871e-01,-2.05323955429992e-01	1.64632688601009e-03,1.20417866273577e-02	-2.01310788246893e+01,3.90043359492212e+00	9.45190999690529e-01,-1.62135395219157e-01
1.10585961931258e+08	6.81155248217491e-01,-2.05368395980064e-01	1.64705334147970e-03,1.20444397636081e-02	-2.01307799495088e+01,3.90128111127033e+00	9.45178399829470e-01,-1.62170597293116e-01
1.10611428221804e+08	6.81138537443437e-01,-2.05412844835370e-01	1.64778011506992e-03,1.20470934306960e-02	-2.01304809435930e+01,3.90212879182651e+00	9.45165794439498e-01,-1.62205806362608e-01
1.10636900376855e+08	6.81121819806682e-01,-2.05457300734109e-01	1.64850718854225e-03,1.20497476331629e-02	-2.01301818161351e+01,3.90297660610154e+00	9.45153183876757e-01,-1.62241020988177e-01
1.10662378397763e+08	6.81105094454989e-01,-2.05501766379447e-01	1.64923459793852e-03,1.20524023622772e-02	-2.01298825489012e+01,3.90382461374652e+00	9.45140567464230e-01,-1.62276243714506e-01
1.10687862285877e+08	6.81088362050343e-01,-2.05546239497802e-01	1.64996231778599e-03,1.20550576244831e-02	-2.01295831549647e+01,3.90467277227165e+00	9.45127945643268e-01,-1.62311473131960e-01
1.10713352042548e+08	6.81071622163064e-01,-2.05590721838829e-01	1.65069036004474e-03,1.20577134167091e-02	-2.01292836278775e+01,3.90552110130664e+00	9.45115318282085e-01,-1.62346709082133e-01
1.10738847669129e+08	6.81054875117788e-01,-2.05635212113383e-01	1.65141871492509e-03,1.20603697416107e-02	-2.01289839728638e+01,3.90636958441923e+00	9.45102685506001e-01,-1.62381951494379e-01
1.10764349166970e+08	6.81038120649814e-01,-2.05679711030145e-01	1.65214739559438e-03,1.20630265961331e-02	-2.01286841833941e+01,3.90721824325913e+00	9.45090047037921e-01,-1.62417201607615e-01
1.10789856537425e+08	6.81021359003897e-01,-2.05724218372621e-01	1.65287638265491e-03,1.20656839847899e-02	-2.01283842687142e+01,3.90806704542024e+00	9.45077403378077e-01,-1.62452456589844e-01
1.10815369781845e+08	6.81004590080609e-01,-2.05768733808362e-01	1.65360569047174e-03,1.20683419045550e-02	-2.01280842222312e+01,3.90891601456509e+00	9.45064754105472e-01,-1.62487719076796e-01
1.10840888901583e+08	6.80987813952450e-01,-2.05813257063465e-01	1.65433531654168e-03,1.20710003561675e-02	-2.01277840452628e+01,3.90976514634309e+00	9.45052099259100e-01,-1.62522988971711e-01
1.10866413897992e+08	6.80971030612042e-01,-2.05857788936155e-01	1.65506524873630e-03,1.20736593422177e-02	-2.01274837431362e+01,3.91061442041156e+00	9.45039439251672e-01,-1.62558263415336e-01
1.10891944772425e+08	6.80954239535519e-01,-2.05902330048907e-01	1.65579552560539e-03,1.20763188539858e-02	-2.01271832974351e+01,3.91146390050214e+00	9.45026773115876e-01,-1.62593547749383e-01
1.10917481526236e+08	6.80937441728722e-01,-2.05946878251236e-01	1.65652608791509e-03,1.20789789054677e-02	-2.01268827370536e+01,3.91231348822346e+00	9.45014102212828e-01,-1.62628835104144e-01
1.10943024160779e+08	6.80920636329450e-01,-2.05991435149980e-01	1.65725698994888e-03,1.20816394841290e-02	-2.01265820356995e+01,3.91316327335695e+00	9.45001425257942e-01,-1.62664132159665e-01
1.10968572677408e+08	6.80903823667536e-01,-2.06036000562080e-01	1.65798820389412e-03,1.20843005963609e-02	-2.01262812065498e+01,3.91401320958672e+00	9.44988742980126e-01,-1.62699434722080e-01
1.10994127077478e+08	6.80887003476300e-01,-2.06080575200101e-01	1.65871974300854e-03,1.20869622390859e-02	-2.01259802430387e+01,3.91486331866765e+00	9.44976055101356e-01,-1.62734744035780e-01
1.11019687362344e+08	6.80870176331131e-01,-2.06125156769120e-01	1.65945159030524e-03,1.20896244168719e-02	-2.01256791542620e+01,3.91571357231281e+00	9.44963361831796e-01,-1.62770060066948e-01
1.11045253533360e+08	6.80853341547046e-01,-2.06169748036719e-01	1.66018376513975e-03,1.20922871246829e-02	-2.01253779297988e+01,3.91656400231505e+00	9.44950662950903e-01,-1.62805382635603e-01
1.11070825591882e+08	6.80836499613033e-01,-2.06214346679940e-01	1.66091625899465e-03,1.20949503651936e-02	-2.01250765747757e+01,3.91741459442232e+00	9.44937958438147e-01,-1.62840713075460e-01
1.11096403539267e+08	6.80819650181753e-01,-2.06258954484454e-01	1.66164907552358e-03,1.20976141371749e-02	-2.01247750866300e+01,3.91826535443389e+00	9.44925248389466e-01,-1.62876049870717e-01
1.11121987376869e+08	6.80802793576100e-01,-2.06303570169835e-01	1.66238220503167e-03,1.21002784432659e-02	-2.01244734705353e+01,3.91911626613355e+00	9.44912532927633e-01,-1.62911392961242e-01
1.11147577106047e+08	6.80785929866711e-01,-2.06348193468959e-01	1.66311564509518e-03,1.21029432841943e-02	-2.01241717277770e+01,3.91996732532486e+00	9.44899812090912e-01,-1.62946742257075e-01
1.11173172728155e+08	6.80769058619312e-01,-2.06392826139261e-01	1.66384940785541e-03,1.21056086568251e-02	-2.01238698518050e+01,3.92081855185339e+00	9.44887085743472e-01,-1.62982097611254e-01
1.11198774244552e+08	6.80752180408942e-01,-2.06437465889857e-01	1.66458347635197e-03,1.21082745657290e-02	-2.01235678517047e+01,3.92166991752674e+00	9.44874354094980e-01,-1.63017458994314e-01
1.11224381656594e+08	6.80735294289383e-01,-2.06482115403611e-01	1.66531789543726e-03,1.21109410001497e-02	-2.01232657051026e+01,3.92252149624648e+00	9.44861616231210e-01,-1.63052830329923e-01
1.11249994965640e+08	6.80718401180671e-01,-2.06526772508155e-01	1.66605261428656e-03,1.21136079722405e-02	-2.01229634369527e+01,3.92337320382009e+00	9.44848873284324e-01,-1.63088206124356e-01
1.11275614173048e+08	6.80701500727454e-01,-2.06571437892078e-01	1.66678765474058e-03,1.21162754769931e-02	-2.01226610366634e+01,3.92422507614556e+00	9.44836124743248e-01,-1.63123588995145e-01
1.11301239280175e+08	6.80684592746600e-01,-2.06616112303479e-01	1.66752302171328e-03,1.21189435131855e-02	-2.01223585015717e+01,3.92507712111832e+00	9.44823370557905e-01,-1.63158978827153e-01
1.11326870288380e+08	6.80667677221187e-01,-2.06660795448646e-01	1.66825872131545e-03,1.21216120796228e-02	-2.01220558289494e+01,3.92592934863097e+00	9.44810610533282e-01,-1.63194376901462e-01
1.11352507199023e+08	6.80650754645810e-01,-2.06705486111422e-01	1.66899472695594e-03,1.21242811827445e-02	-2.01217530319012e+01,3.92678171458721e+00	9.44797845254072e-01,-1.63229780431409e-01
1.11378150013462e+08	6.80633824837000e-01,-2.06750185041115e-01	1.66973104356005e-03,1.21269508213232e-02	-2.01214501077512e+01,3.92763422691365e+00	9.44785074669362e-01,-1.63265189303429e-01
1.11403798733058e+08	6.80616887437972e-01,-2.06794892928873e-01	1.67046769303936e-03,1.21296209903293e-02	-2.01211470458779e+01,3.92848692156994e+00	9.44772298267125e-01,-1.63300606137955e-01
1.11429453359169e+08	6.80599942856873e-01,-2.06839608530014e-01	1.67120465728418e-03,1.21322916942985e-02	-2.01208438554032e+01,3.92933976848803e+00	9.44759516400249e-01,-1.63336029515823e-01
1.11455113893156e+08	6.80582990569933e-01,-2.06884333578170e-01	1.67194195703936e-03,1.21349629281551e-02	-2.01205405257423e+01,3.93019280165251e+00	9.44746728699935e-01,-1.63371460662570e-01
1.11480780336380e+08	6.80566031410908e-01,-2.06929065877359e-01	1.67267954993625e-03,1.21376347021821e-02	-2.01202370778877e+01,3.93104595101823e+00	9.44733936068121e-01,-1.63406895457592e-01
1.11506452690201e+08	6.80549064849464e-01,-2.06973806061028e-01	1.67341747489810e-03,1.21403070075245e-02	-2.01199334932384e+01,3.93189928058658e+00	9.44721137528868e-01,-1.63442339255681e-01
1.11532130955981e+08	6.80532090620437e-01,-2.07018555952549e-01	1.67415572723903e-03,1.21429798448122e-02	-2.01196297731292e+01,3.93275278236833e+00	9.44708333406775e-01,-1.63477789185596e-01
1.11557815135081e+08	6.80515108958272e-01,-2.07063314251447e-01	1.67489430585971e-03,1.21456532147656e-02	-2.01193259187097e+01,3.93360645437751e+00	9.44695523591610e-01,-1.63513246564152e-01
1.11583505228862e+08	6.80498120017375e-01,-2.07108080728501e-01	1.67563319997360e-03,1.21483271199854e-02	-2.01190219351734e+01,3.93446027863783e+00	9.44682708349685e-01,-1.63548709946678e-01
1.11609201238688e+08	6.80481123778847e-01,-2.07152855096553e-01	1.67637241579054e-03,1.21510015592512e-02	-2.01187178197428e+01,3.93531426519289e+00	9.44669887483849e-01,-1.63584180621064e-01
1.11634903165919e+08	6.80464120396920e-01,-2.07197637127178e-01	1.67711194253550e-03,1.21536765351643e-02	-2.01184135776078e+01,3.93616839609955e+00	9.44657061260340e-01,-1.63619657144865e-01
1.11660611011920e+08	6.80447109005703e-01,-2.07242429539712e-01	1.67785181684769e-03,1.21563520387669e-02	-2.01181091902356e+01,3.93702273142974e+00	9.44644228990936e-01,-1.63655142083884e-01
1.11686324778052e+08	6.80430090605590e-01,-2.07287229101436e-01	1.67859199755635e-03,1.21590280803876e-02	-2.01178046785539e+01,3.93787720325819e+00	9.44631391432287e-01,-1.63690632719611e-01
1.11712044465679e+08	6.80413065010325e-01,-2.07332036568432e-01	1.67933248970456e-03,1.21617046587696e-02	-2.01175000398327e+01,3.93873181968136e+00	9.44618548531794e-01,-1.63726128946755e-01
1.11737770076165e+08	6.80396031860079e-01,-2.07376852637564e-01	1.68007331536193e-03,1.21643817688259e-02	-2.01171952633654e+01,3.93958661680767e+00	9.44605699773366e-01,-1.63761633393315e-01
1.11763501610874e+08	6.80378991481494e-01,-2.07421677142758e-01	1.68081444676895e-03,1.21670594169788e-02	-2.01168903622984e+01,3.94044154875784e+00	9.44592845886220e-01,-1.63797141887122e-01
1.11789239071170e+08	6.80361943340891e-01,-2.07466510722401e-01	1.68155592303560e-03,1.21697375943023e-02	-2.01165853179362e+01,3.94129667965879e+00	9.44579985889938e-01,-1.63832659789241e-01
1.11814982458418e+08	6.80344887931491e-01,-2.07511352170625e-01	1.68229771761378e-03,1.21724163072481e-02	-2.01162801433593e+01,3.94215196566024e+00	9.44567120368464e-01,-1.63868184324498e-01
1.11840731773982e+08	6.80327825152614e-01,-2.07556202275153e-01	1.68303982708325e-03,1.21750955564602e-02	-2.01159748398008e+01,3.94300740092080e+00	9.44554249500072e-01,-1.63903714025064e-01
1.11866487019227e+08	6.80310755150715e-01,-2.07601059712220e-01	1.68378225894382e-03,1.21777753407261e-02	-2.01156694043802e+01,3.94386299761025e+00	9.44541372940562e-01,-1.63939251581408e-01
1.11892248195520e+08	6.80293677230270e-01,-2.07645927263931e-01	1.68452503294557e-03,1.21804556548698e-02	-2.01153638264740e+01,3.94471878790489e+00	9.44528490462860e-01,-1.63974796832931e-01
1.11918015304226e+08	6.80276592138078e-01,-2.07690802714871e-01	1.68526811522824e-03,1.21831365072950e-02	-2.01150581230858e+01,3.94557471601437e+00	9.44515602737177e-01,-1.64010347037589e-01
1.11943788346711e+08	6.80259499766307e-01,-2.07735685754506e-01	1.68601152063589e-03,1.21858178948346e-02	-2.01147522873942e+01,3.94643080614274e+00	9.44502709332236e-01,-1.64045904857431e-01
1.11969567324341e+08	6.80242400013309e-01,-2.07780577173030e-01	1.68675524578754e-03,1.21884998181254e-02	-2.01144463206172e+01,3.94728705251490e+00	9.44489810426041e-01,-1.64081468828047e-01
1.11995352238484e+08	6.80225292603545e-01,-2.07825477701712e-01	1.68749930435359e-03,1.21911822739565e-02	-2.01141402159762e+01,3.94814347735468e+00	9.44476905731732e-01,-1.64117040216776e-01
1.12021143090507e+08	6.80208177856037e-01,-2.07870386079663e-01	1.68824368685253e-03,1.21938652649426e-02	-2.01138339785515e+01,3.94900006492126e+00	9.44463995368345e-01,-1.64152618986193e-01
1.12046939881776e+08	6.80191056009525e-01,-2.07915302117166e-01	1.68898837406913e-03,1.21965487955929e-02	-2.01135276174800e+01,3.94985678348770e+00	9.44451079832569e-01,-1.64188202337773e-01
1.12072742613660e+08	6.80173926446896e-01,-2.07960227528443e-01	1.68973339555434e-03,1.21992328588133e-02	-2.01132211180426e+01,3.95071368130475e+00	9.44438158518236e-01,-1.64223792876569e-01
1.12098551287527e+08	6.80156789486862e-01,-2.08005161053990e-01	1.69047874184238e-03,1.22019174572118e-02	-2.01129144853040e+01,3.95157074266740e+00	9.44425231543341e-01,-1.64259390566980e-01
1.12124365904745e+08	6.80139644852725e-01,-2.08050103427539e-01	1.69122442666147e-03,1.22046025875676e-02	-2.01126077124711e+01,3.95242798986299e+00	9.44412298621131e-01,-1.64294996679515e-01
1.12150186466682e+08	6.80122492869436e-01,-2.08095054491247e-01	1.69197042228609e-03,1.22072882563092e-02	-2.01123008126630e+01,3.95328537722589e+00	9.44399360479956e-01,-1.64330607052736e-01
1.12176012974708e+08	6.80105333594829e-01,-2.08140012897919e-01	1.69271674486244e-03,1.22099744602662e-02	-2.01119937789425e+01,3.95414293106822e+00	9.44386416540127e-01,-1.64366225749699e-01
1.12201845430192e+08	6.80088166757897e-01,-2.08184980483526e-01	1.69346338987485e-03,1.22126612000326e-02	-2.01116866125616e+01,3.95500064373589e+00	9.44373467124971e-01,-1.64401849916208e-01
1.12227683834503e+08	6.80070992844638e-01,-2.08229954950039e-01	1.69421034907602e-03,1.22153484782465e-02	-2.01113793185132e+01,3.95585850158118e+00	9.44360512206091e-01,-1.64437480914989e-01
1.12253528189012e+08	6.80053810813548e-01,-2.08274940067019e-01	1.69495765826176e-03,1.22180362857855e-02	-2.01110718781486e+01,3.95671656293529e+00	9.44347551234424e-01,-1.64473119929987e-01
1.12279378495089e+08	6.80036621578701e-01,-2.08319932586468e-01	1.69570528478835e-03,1.22207246311035e-02	-2.01107643083981e+01,3.95757477420561e+00	9.44334584733595e-01,-1.64508765624001e-01
1.12305234754104e+08	6.80019425035930e-01,-2.08364933305306e-01	1.69645322536413e-03,1.22234135148196e-02	-2.01104566104376e+01,3.95843312978859e+00	9.44321612880589e-01,-1.64544416541086e-01
1.12331096967428e+08	6.80002221416270e-01,-2.08409940939073e-01	1.69720147910872e-03,1.22261029376116e-02	-2.01101487853130e+01,3.95929162808896e+00	9.44308635560127e-01,-1.64580074016843e-01
1.12356965136432e+08	6.79985009676778e-01,-2.08454959258623e-01	1.69795008187219e-03,1.22287928903274e-02	-2.01098408143351e+01,3.96015032747174e+00	9.44295652221053e-01,-1.64615739236919e-01
1.12382839262489e+08	6.79967790731494e-01,-2.08499985018665e-01	1.69869900102003e-03,1.22314833814340e-02	-2.01095327144420e+01,3.96100917441253e+00	9.44282663387809e-01,-1.64651410867476e-01
1.12408719346968e+08	6.79950564301437e-01,-2.08545018957765e-01	1.69944825038806e-03,1.22341744076723e-02	-2.01092244787785e+01,3.96186819132627e+00	9.44269668770682e-01,-1.64687090185573e-01
1.12434605391244e+08	6.79933330368256e-01,-2.08590061905782e-01	1.70019781817774e-03,1.22368659715762e-02	-2.01089161124909e+01,3.96272735869082e+00	9.44256668777615e-01,-1.64722774373017e-01
1.12460497396688e+08	6.79916088988210e-01,-2.08635112520235e-01	1.70094772065440e-03,1.22395580699462e-02	-2.01086076085983e+01,3.96358670293704e+00	9.44243662827132e-01,-1.64758467498783e-01
1.12486395364673e+08	6.79898839632459e-01,-2.08680173653673e-01	1.70169796073978e-03,1.22422507013746e-02	-2.01082989643417e+01,3.96444622854788e+00	9.44230651152802e-01,-1.64794166685990e-01
1.12512299296572e+08	6.79881583383337e-01,-2.08725241022549e-01	1.70244850699671e-03,1.22449438743742e-02	-2.01079901966036e+01,3.96530588406143e+00	9.44217634133135e-01,-1.64829871999375e-01
1.12538209193759e+08	6.79864319450474e-01,-2.08770317389893e-01	1.70319938802163e-03,1.22476375817259e-02	-2.01076812905960e+01,3.96616571593309e+00	9.44204611302525e-01,-1.64865584658631e-01
1.12564125057606e+08	6.79847048237865e-01,-2.08815401536089e-01	1.70395058589266e-03,1.22503318279668e-02	-2.01073722553497e+01,3.96702569471591e+00	9.44191583010392e-01,-1.64901303274718e-01
1.12590046889489e+08	6.79829769209544e-01,-2.08860495214066e-01	1.70470212188061e-03,1.22530266078408e-02	-2.01070630800183e+01,3.96788585489843e+00	9.44178548878325e-01,-1.64937029098599e-01
1.12615974690782e+08	6.79812483024627e-01,-2.08905596194497e-01	1.70545397071068e-03,1.22557219278579e-02	-2.01067537775823e+01,3.96874615506962e+00	9.44165509342796e-01,-1.64972760772358e-01
1.12641908462859e+08	6.79795189402017e-01,-2.08950705220618e-01	1.70620614631587e-03,1.22584177847250e-02	-2.01064443411311e+01,3.96960661775925e+00	9.44152464111506e-01,-1.65008499578573e-01
1.12667848207095e+08	6.79777887891976e-01,-2.08995824076945e-01	1.70695866144198e-03,1.22611141751151e-02	-2.01061347638141e+01,3.97046726351034e+00	9.44139413038920e-01,-1.65044245404939e-01
1.12693793924866e+08	6.79760579066220e-01,-2.09040950505762e-01	1.70771149939482e-03,1.22638111035948e-02	-2.01058250545895e+01,3.97132806493697e+00	9.44126356327620e-01,-1.65079998260674e-01
1.12719745617546e+08	6.79743262474605e-01,-2.09086086292209e-01	1.70846467293943e-03,1.22665085668298e-02	-2.01055152065943e+01,3.97218904260823e+00	9.44113293831405e-01,-1.65115758035229e-01
1.12745703286513e+08	6.79725938688826e-01,-2.09131229179883e-01	1.70921816538371e-03,1.22692065693874e-02	-2.01052052287829e+01,3.97305016915928e+00	9.44100225752556e-01,-1.65151524738332e-01
1.12771666933142e+08	6.79708607345526e-01,-2.09176380985341e-01	1.70997198093634e-03,1.22719051098764e-02	-2.01048951183040e+01,3.97391145120677e+00	9.44087152178462e-01,-1.65187296895693e-01
1.12797636558811e+08	6.79691268417735e-01,-2.09221541443921e-01	1.71072612622730e-03,1.22746041869593e-02	-2.01045848721712e+01,3.97477289936370e+00	9.44074072902782e-01,-1.65223075823416e-01
1.12823612164894e+08	6.79673921790887e-01,-2.09266710261348e-01	1.71148061648522e-03,1.22773037973545e-02	-2.01042744833846e+01,3.97563453824345e+00	9.44060987486459e-01,-1.65258864203792e-01
1.12849593752771e+08	6.79656567874269e-01,-2.09311887325316e-01	1.71223541546131e-03,1.22800039494561e-02	-2.01039639690417e+01,3.97649630858267e+00	9.44047896890700e-01,-1.65294656528931e-01
1.12875581323819e+08	6.79639205866726e-01,-2.09357074302686e-01	1.71299057030977e-03,1.22827046321179e-02	-2.01036533061724e+01,3.97735828694169e+00	9.44034800033975e-01,-1.65330458151847e-01
1.12901574879415e+08	6.79621837631324e-01,-2.09402266091200e-01	1.71374599073931e-03,1.22854058675552e-02	-2.01033425397339e+01,3.97822032622850e+00	9.44021698782857e-01,-1.65366260987986e-01
1.12927574420937e+08	6.79604461336910e-01,-2.09447467298804e-01	1.71450177180362e-03,1.22881076328080e-02	-2.01030316227806e+01,3.97908258089853e+00	9.44008591090410e-01,-1.65402074394800e-01
1.12953579949764e+08	6.79587076961345e-01,-2.09492678764956e-01	1.71525790182518e-03,1.22908099303926e-02	-2.01027205604082e+01,3.97994503168533e+00	9.43995477364144e-01,-1.65437895567160e-01
1.12979591467275e+08	6.79569685250428e-01,-2.09537898298984e-01	1.71601434698323e-03,1.22935127687778e-02	-2.01024093695958e+01,3.98080762339994e+00	9.43982358272993e-01,-1.65473721791700e-01
1.13005608974849e+08	6.79552286088407e-01,-2.09583125610149e-01	1.71677112257241e-03,1.22962161446596e-02	-2.01020980433052e+01,3.98167038073929e+00	9.43969233375899e-01,-1.65509555754600e-01
1.13031632473865e+08	6.79534879453020e-01,-2.09628361539449e-01	1.71752821691124e-03,1.22989200605580e-02	-2.01017865866276e+01,3.98253328447917e+00	9.43956103079989e-01,-1.65545394652956e-01
1.13057661965703e+08	6.79517464796936e-01,-2.09673606746399e-01	1.71828566989163e-03,1.23016245072539e-02	-2.01014749804797e+01,3.98339639926169e+00	9.43942966386772e-01,-1.65581243872631e-01
1.13083697451743e+08	6.79500043128325e-01,-2.09718859134088e-01	1.71904342191202e-03,1.23043294990997e-02	-2.01011632539354e+01,3.98425962803561e+00	9.43929824668908e-01,-1.65617096609119e-01
1.13109738933366e+08	6.79482613987161e-01,-2.09764119392984e-01	1.71980150428458e-03,1.23070350288328e-02	-2.01008513919385e+01,3.98512302149327e+00	9.43916677162303e-01,-1.65652956885325e-01
1.13135786411951e+08	6.79465176918905e-01,-2.09809389315972e-01	1.72055992994462e-03,1.23097410930593e-02	-2.01005393875343e+01,3.98598660039373e+00	9.43903523717381e-01,-1.65688824599717e-01
1.13161839888881e+08	6.79447732237903e-01,-2.09854667665391e-01	1.72131868966832e-03,1.23124476943552e-02	-2.01002272456745e+01,3.98685034957048e+00	9.43890364447225e-01,-1.65724699742761e-01
1.13187899365537e+08	6.79430280177110e-01,-2.09899954275615e-01	1.72207776441853e-03,1.23151548372272e-02	-2.00999149754040e+01,3.98771423790705e+00	9.43877199846292e-01,-1.65760579545956e-01
1.13213964843299e+08	6.79412820963339e-01,-2.09945247880134e-01	1.72283715357411e-03,1.23178625222957e-02	-2.00996025776418e+01,3.98857826424345e+00	9.43864029793111e-01,-1.65796465365705e-01
1.13240036323551e+08	6.79395353966092e-01,-2.09990550212415e-01	1.72359688731772e-03,1.23205707422342e-02	-2.00992900373500e+01,3.98944247733182e+00	9.43850853668486e-01,-1.65832359832406e-01
1.13266113807674e+08	6.79377879161183e-01,-2.10035862118343e-01	1.72435695402903e-03,1.23232794995554e-02	-2.00989773595970e+01,3.99030685807276e+00	9.43837671879623e-01,-1.65868260149292e-01
1.13292197297051e+08	6.79360396430624e-01,-2.10081183311799e-01	1.72511736912599e-03,1.23259887909069e-02	-2.00986645372729e+01,3.99117143127803e+00	9.43824483981633e-01,-1.65904169008177e-01
1.13318286793064e+08	6.79342906776714e-01,-2.10126510600248e-01	1.72587809140188e-03,1.23286986267798e-02	-2.00983515913304e+01,3.99203612998072e+00	9.43811290731254e-01,-1.65940083735554e-01
1.13344382297098e+08	6.79325409229658e-01,-2.10171847799569e-01	1.72663914866113e-03,1.23314089997689e-02	-2.00980385068342e+01,3.99290099898099e+00	9.43798091802917e-01,-1.65976004174036e-01
1.13370483810536e+08	6.79307904272060e-01,-2.10217192636476e-01	1.72740053293764e-03,1.23341199124765e-02	-2.00977252886516e+01,3.99376602521934e+00	9.43784887161530e-01,-1.66011931714006e-01
1.13396591334761e+08	6.79290391359119e-01,-2.10262546877528e-01	1.72816226588949e-03,1.23368313595106e-02	-2.00974119257408e+01,3.99463124354759e+00	9.43771676421256e-01,-1.66047867625090e-01
1.13422704871158e+08	6.79272870979490e-01,-2.10307909351748e-01	1.72892432111234e-03,1.23395433473734e-02	-2.00970984311022e+01,3.99549661099046e+00	9.43758460163514e-01,-1.66083809174937e-01
1.13448824421112e+08	6.79255343101867e-01,-2.10353279806948e-01	1.72968670546497e-03,1.23422558746682e-02	-2.00967848016427e+01,3.99636213847150e+00	9.43745238177558e-01,-1.66119757694804e-01
1.13474949986006e+08	6.79237807870092e-01,-2.10398658052962e-01	1.73044940857589e-03,1.23449689439324e-02	-2.00964710423426e+01,3.99722780899707e+00	9.43732010722213e-01,-1.66155711788179e-01
1.13501081567226e+08	6.79220265252612e-01,-2.10444043838440e-01	1.73121243731998e-03,1.23476825537639e-02	-2.00961571500980e+01,3.99809363351566e+00	9.43718777586069e-01,-1.66191672787734e-01
1.13527219166159e+08	6.79202714188873e-01,-2.10489440951628e-01	1.73197582823867e-03,1.23503966947422e-02	-2.00958431058737e+01,3.99895967087532e+00	9.43705538206651e-01,-1.66227641904471e-01
1.13553362784189e+08	6.79185155938501e-01,-2.10534845195413e-01	1.73273953270735e-03,1.23531113793849e-02	-2.00955289346102e+01,3.99982584226100e+00	9.43692293428809e-01,-1.66263616501234e-01
1.13579512422702e+08	6.79167590124389e-01,-2.10580257299016e-01	1.73350357367455e-03,1.23558266023024e-02	-2.00952146251589e+01,4.00069218459898e+00	9.43679042717194e-01,-1.66299599246449e-01
1.13605668083086e+08	6.79150016720164e-01,-2.10625678115101e-01	1.73426793958186e-03,1.23585423659961e-02	-2.00949001825499e+01,4.00155867895861e+00	9.43665786477819e-01,-1.66335587351491e-01
1.13631829766726e+08	6.79132435348003e-01,-2.10671108373705e-01	1.73503265340693e-03,1.23612586650688e-02	-2.00945855956271e+01,4.00242536228297e+00	9.43652524175517e-01,-1.66371583485417e-01
1.13657997475010e+08	6.79114846665408e-01,-2.10716545868739e-01	1.73579768998950e-03,1.23639755060594e-02	-2.00942708773122e+01,4.00329219373084e+00	9.43639256243423e-01,-1.66407586317807e-01
1.13684171209326e+08	6.79097250557770e-01,-2.10761991423713e-01	1.73656304641577e-03,1.23666928894958e-02	-2.00939560285855e+01,4.00415916837569e+00	9.43625982852362e-01,-1.66443594426091e-01
1.13710350971060e+08	6.79079646389111e-01,-2.10807446779443e-01	1.73732875312075e-03,1.23694108079572e-02	-2.00936410342821e+01,4.00502633516324e+00	9.43612703378076e-01,-1.66479610450528e-01
1.13736536761601e+08	6.79062034816716e-01,-2.10852909731868e-01	1.73809478495238e-03,1.23721292679855e-02	-2.00933259073216e+01,4.00589365329232e+00	9.43599418253766e-01,-1.66515633062165e-01
