Freq.	S11(V2)	S12(V2)	S21(V2)	S22(V2)
2.02628252958394e+09	(-6.56826546525068e+00dB,-1.66062098338940e+02°)	(-2.07633475962148e+01dB,4.38917696505416e+01°)	(1.60500767312065e+01dB,8.34320299523450e+01°)	(-1.28231608348343e+01dB,-7.67627350830446e+01°)
2.02674915209846e+09	(-6.56824533876137e+00dB,-1.66079128190521e+02°)	(-2.07623371164723e+01dB,4.38907474706756e+01°)	(1.60482487393695e+01dB,8.34226212378380e+01°)	(-1.28262591605365e+01dB,-7.67691393910302e+01°)
2.02721588206916e+09	(-6.56822500530288e+00dB,-1.66096157935202e+02°)	(-2.07613265406787e+01dB,4.38897248675590e+01°)	(1.60464206473900e+01dB,8.34132115736376e+01°)	(-1.28293582705775e+01dB,-7.67755452371356e+01°)
2.02768271952078e+09	(-6.56820442735152e+00dB,-1.66113187583709e+02°)	(-2.07603158517339e+01dB,4.38887023769822e+01°)	(1.60445924723728e+01dB,8.34038014958062e+01°)	(-1.28324583183509e+01dB,-7.67819523782267e+01°)
2.02814966447807e+09	(-6.56818358448862e+00dB,-1.66130216961503e+02°)	(-2.07593050551931e+01dB,4.38876798207269e+01°)	(1.60427642087676e+01dB,8.33943908263964e+01°)	(-1.28355593581095e+01dB,-7.67883600399906e+01°)
2.02861671696579e+09	(-6.56816251669897e+00dB,-1.66147246418068e+02°)	(-2.07582941395344e+01dB,4.38866575651002e+01°)	(1.60409358681013e+01dB,8.33849799319867e+01°)	(-1.28386612865715e+01dB,-7.67947697741720e+01°)
2.02908387700870e+09	(-6.56814118345844e+00dB,-1.66164275604126e+02°)	(-2.07572831159946e+01dB,4.38856352503841e+01°)	(1.60391074391421e+01dB,8.33755684531304e+01°)	(-1.28417642105042e+01dB,-7.68011800307816e+01°)
2.02955114463157e+09	(-6.56811966199557e+00dB,-1.66181304858613e+02°)	(-2.07562719899689e+01dB,4.38846127105136e+01°)	(1.60372789164997e+01dB,8.33661562240337e+01°)	(-1.28448678743770e+01dB,-7.68075926047304e+01°)
2.03001851985918e+09	(-6.56809787457291e+00dB,-1.66198333842736e+02°)	(-2.07552607557578e+01dB,4.38835901181879e+01°)	(1.60354503058787e+01dB,8.33567434176676e+01°)	(-1.28479725370566e+01dB,-7.68140057023518e+01°)
2.03048600271630e+09	(-6.56807584097591e+00dB,-1.66215362731461e+02°)	(-2.07542494075538e+01dB,4.38825676581691e+01°)	(1.60336216130917e+01dB,8.33473302190647e+01°)	(-1.28510781477789e+01dB,-7.68204201007350e+01°)
2.03095359322772e+09	(-6.56805356090726e+00dB,-1.66232391524963e+02°)	(-2.07532379452213e+01dB,4.38815453337308e+01°)	(1.60317928382792e+01dB,8.33379166317707e+01°)	(-1.28541847082871e+01dB,-7.68268358010119e+01°)
2.03142129141823e+09	(-6.56803101411523e+00dB,-1.66249420048292e+02°)	(-2.07522263742704e+01dB,4.38805229667224e+01°)	(1.60299639759364e+01dB,8.33285024779059e+01°)	(-1.28572922728917e+01dB,-7.68332520273501e+01°)
2.03188909731263e+09	(-6.56800827766113e+00dB,-1.66266448640834e+02°)	(-2.07512147001121e+01dB,4.38795003910836e+01°)	(1.60281350206574e+01dB,8.33190875916820e+01°)	(-1.28604005856084e+01dB,-7.68396705755591e+01°)
2.03235701093572e+09	(-6.56798529387837e+00dB,-1.66283477138591e+02°)	(-2.07502029114065e+01dB,4.38784779608934e+01°)	(1.60263059837872e+01dB,8.33096723274494e+01°)	(-1.28635098532224e+01dB,-7.68460904286767e+01°)
2.03282503231230e+09	(-6.56796206246995e+00dB,-1.66300505541730e+02°)	(-2.07491910080220e+01dB,4.38774556794199e+01°)	(1.60244768654627e+01dB,8.33002566887476e+01°)	(-1.28666200774976e+01dB,-7.68525115879271e+01°)
2.03329316146720e+09	(-6.56793862060609e+00dB,-1.66317533839380e+02°)	(-2.07481790066304e+01dB,4.38764330178151e+01°)	(1.60226476490173e+01dB,8.32908401470000e+01°)	(-1.28697311073140e+01dB,-7.68589342944684e+01°)
2.03376139842523e+09	(-6.56791485339814e+00dB,-1.66334561702946e+02°)	(-2.07471668846985e+01dB,4.38754106808641e+01°)	(1.60208183569894e+01dB,8.32814234072636e+01°)	(-1.28728433552889e+01dB,-7.68653565130240e+01°)
2.03422974321122e+09	(-6.56789091488860e+00dB,-1.66351589812006e+02°)	(-2.07461546532471e+01dB,4.38743883331195e+01°)	(1.60189889783636e+01dB,8.32720061343626e+01°)	(-1.28759563070332e+01dB,-7.68717818366946e+01°)
2.03469819585000e+09	(-6.56786676510705e+00dB,-1.66368617815937e+02°)	(-2.07451423233432e+01dB,4.38733656151614e+01°)	(1.60171595020783e+01dB,8.32625879691487e+01°)	(-1.28790700692236e+01dB,-7.68782087099805e+01°)
2.03516675636640e+09	(-6.56784228921469e+00dB,-1.66385645385981e+02°)	(-2.07441298724777e+01dB,4.38723432316848e+01°)	(1.60153299506477e+01dB,8.32531696165883e+01°)	(-1.28821850550126e+01dB,-7.68846350979833e+01°)
2.03563542478527e+09	(-6.56781762131826e+00dB,-1.66402673026593e+02°)	(-2.07431173172716e+01dB,4.38713206659321e+01°)	(1.60135003074565e+01dB,8.32437505601958e+01°)	(-1.28853008020638e+01dB,-7.68910638157826e+01°)
2.03610420113146e+09	(-6.56779270381437e+00dB,-1.66419700573562e+02°)	(-2.07421046464171e+01dB,4.38702982718518e+01°)	(1.60116705838176e+01dB,8.32343311541914e+01°)	(-1.28884175178775e+01dB,-7.68974938469428e+01°)
2.03657308542982e+09	(-6.56776757398237e+00dB,-1.66436728015798e+02°)	(-2.07410918765157e+01dB,4.38692755207640e+01°)	(1.60098407631351e+01dB,8.32249108701671e+01°)	(-1.28915350507857e+01dB,-7.69039254307238e+01°)
2.03704207770521e+09	(-6.56774213671305e+00dB,-1.66453755200155e+02°)	(-2.07400789795291e+01dB,4.38682532985288e+01°)	(1.60080108734529e+01dB,8.32154905942546e+01°)	(-1.28946537620272e+01dB,-7.69103573124958e+01°)
2.03751117798250e+09	(-6.56771656348596e+00dB,-1.66470782620394e+02°)	(-2.07390659888073e+01dB,4.38672305565351e+01°)	(1.60061808814264e+01dB,8.32060692781141e+01°)	(-1.28977730349234e+01dB,-7.69167925459388e+01°)
2.03798038628655e+09	(-6.56769066260021e+00dB,-1.66487809607180e+02°)	(-2.07380528762890e+01dB,4.38662081686265e+01°)	(1.60043508151224e+01dB,8.31966477958624e+01°)	(-1.29008935423613e+01dB,-7.69232272997709e+01°)
2.03844970264224e+09	(-6.56766454832289e+00dB,-1.66504836489650e+02°)	(-2.07370396641352e+01dB,4.38651854368880e+01°)	(1.60025206523853e+01dB,8.31872254498556e+01°)	(-1.29040148735847e+01dB,-7.69296636094080e+01°)
2.03891912707447e+09	(-6.56763818273982e+00dB,-1.66521863279313e+02°)	(-2.07360263355109e+01dB,4.38641628964490e+01°)	(1.60006904100561e+01dB,8.31778027754946e+01°)	(-1.29071371840141e+01dB,-7.69361012388637e+01°)
2.03938865960811e+09	(-6.56761156554739e+00dB,-1.66538889976354e+02°)	(-2.07350128902894e+01dB,4.38631405505526e+01°)	(1.59988600882668e+01dB,8.31683797762949e+01°)	(-1.29102604754517e+01dB,-7.69425401895200e+01°)
2.03985830026805e+09	(-6.56758473413155e+00dB,-1.66555916569480e+02°)	(-2.07339993449988e+01dB,4.38621178706856e+01°)	(1.59970296704951e+01dB,8.31589559240155e+01°)	(-1.29133845956674e+01dB,-7.69489806986735e+01°)
2.04032804907921e+09	(-6.56755770773100e+00dB,-1.66572943235013e+02°)	(-2.07329856939709e+01dB,4.38610950413752e+01°)	(1.59951991624148e+01dB,8.31495314034554e+01°)	(-1.29165094935684e+01dB,-7.69554235483046e+01°)
2.04079790606648e+09	(-6.56753035215986e+00dB,-1.66589969467438e+02°)	(-2.07319719203152e+01dB,4.38600725857169e+01°)	(1.59933685809223e+01dB,8.31401067379821e+01°)	(-1.29196356370837e+01dB,-7.69618659240196e+01°)
2.04126787125478e+09	(-6.56750280102584e+00dB,-1.66606995772582e+02°)	(-2.07309580406508e+01dB,4.38590499871424e+01°)	(1.59915379094040e+01dB,8.31306814112991e+01°)	(-1.29227625617457e+01dB,-7.69683106424885e+01°)
2.04173794466902e+09	(-6.56747497740147e+00dB,-1.66624021809504e+02°)	(-2.07299440492121e+01dB,4.38580274182329e+01°)	(1.59897071536315e+01dB,8.31212555962595e+01°)	(-1.29258905288210e+01dB,-7.69747559060036e+01°)
2.04220812633413e+09	(-6.56744695761582e+00dB,-1.66641047919524e+02°)	(-2.07289299514853e+01dB,4.38570047129541e+01°)	(1.59878763081242e+01dB,8.31118291271022e+01°)	(-1.29290192803308e+01dB,-7.69812035144503e+01°)
2.04267841627503e+09	(-6.56741866480652e+00dB,-1.66658073761533e+02°)	(-2.07279157417000e+01dB,4.38559820438770e+01°)	(1.59860453786585e+01dB,8.31024021766700e+01°)	(-1.29321490777363e+01dB,-7.69876516698033e+01°)
2.04314881451666e+09	(-6.56739017523942e+00dB,-1.66675099677004e+02°)	(-2.07269014253533e+01dB,4.38549592449753e+01°)	(1.59842143597431e+01dB,8.30929745792081e+01°)	(-1.29352796628938e+01dB,-7.69941021723877e+01°)
2.04361932108396e+09	(-6.56736141211550e+00dB,-1.66692125324667e+02°)	(-2.07258869966675e+01dB,4.38539364888092e+01°)	(1.59823832571616e+01dB,8.30835465075488e+01°)	(-1.29384112974513e+01dB,-7.70005532238199e+01°)
2.04408993600187e+09	(-6.56733237519893e+00dB,-1.66709150704548e+02°)	(-2.07248724554981e+01dB,4.38529137786368e+01°)	(1.59805520710644e+01dB,8.30741179652233e+01°)	(-1.29415439832511e+01dB,-7.70070048248866e+01°)
2.04456065929535e+09	(-6.56730314065544e+00dB,-1.66726176158382e+02°)	(-2.07238578073524e+01dB,4.38518909484348e+01°)	(1.59787207959501e+01dB,8.30646887864803e+01°)	(-1.29446774618736e+01dB,-7.70134587764697e+01°)
2.04503149098935e+09	(-6.56727370815096e+00dB,-1.66743201686446e+02°)	(-2.07228430520975e+01dB,4.38508680014697e+01°)	(1.59768894319579e+01dB,8.30552589748583e+01°)	(-1.29478117348916e+01dB,-7.70199150799289e+01°)
2.04550243110884e+09	(-6.56724394390797e+00dB,-1.66760226782111e+02°)	(-2.07218281728528e+01dB,4.38498454606444e+01°)	(1.59750579959740e+01dB,8.30458290535327e+01°)	(-1.29509472720815e+01dB,-7.70263709198045e+01°)
2.04597347967879e+09	(-6.56721396191482e+00dB,-1.66777251775418e+02°)	(-2.07208131916644e+01dB,4.38488226284735e+01°)	(1.59732264659587e+01dB,8.30363983252904e+01°)	(-1.29540836599094e+01dB,-7.70328283298548e+01°)
2.04644463672416e+09	(-6.56718378108731e+00dB,-1.66794276843450e+02°)	(-2.07197981029575e+01dB,4.38477996893145e+01°)	(1.59713948474925e+01dB,8.30269669747614e+01°)	(-1.29572208472419e+01dB,-7.70392880952314e+01°)
2.04691590226995e+09	(-6.56715332485365e+00dB,-1.66811301644350e+02°)	(-2.07187829009362e+01dB,4.38467768156956e+01°)	(1.59695631463778e+01dB,8.30175351747453e+01°)	(-1.29603590964087e+01dB,-7.70457484164099e+01°)
2.04738727634113e+09	(-6.56712266917748e+00dB,-1.66828326520376e+02°)	(-2.07177675911256e+01dB,4.38457538415970e+01°)	(1.59677313570955e+01dB,8.30081027594967e+01°)	(-1.29634981484284e+01dB,-7.70522110953551e+01°)
2.04785875896269e+09	(-6.56709173755387e+00dB,-1.66845351129495e+02°)	(-2.07167521677265e+01dB,4.38447309395389e+01°)	(1.59658994854508e+01dB,8.29986699018064e+01°)	(-1.29666382658353e+01dB,-7.70586743322561e+01°)
2.04833035015965e+09	(-6.56706052974242e+00dB,-1.66862375471744e+02°)	(-2.07157366305972e+01dB,4.38437081127634e+01°)	(1.59640675315917e+01dB,8.29892366051901e+01°)	(-1.29697794504951e+01dB,-7.70651381279911e+01°)
2.04880204995699e+09	(-6.56702912160974e+00dB,-1.66879399889626e+02°)	(-2.07147209852769e+01dB,4.38426851952602e+01°)	(1.59622354899854e+01dB,8.29798027039095e+01°)	(-1.29729214431663e+01dB,-7.70716042851470e+01°)
2.04927385837973e+09	(-6.56699749378606e+00dB,-1.66896424206106e+02°)	(-2.07137052370170e+01dB,4.38416620092825e+01°)	(1.59604033553865e+01dB,8.29703680204908e+01°)	(-1.29760642982108e+01dB,-7.70780720193291e+01°)
2.04974577545288e+09	(-6.56696560798112e+00dB,-1.66913448433411e+02°)	(-2.07126893692351e+01dB,4.38406390893322e+01°)	(1.59585711443839e+01dB,8.29609330897079e+01°)	(-1.29792081730131e+01dB,-7.70845411015031e+01°)
2.05021780120147e+09	(-6.56693350192197e+00dB,-1.66930472559607e+02°)	(-2.07116733982355e+01dB,4.38396159074190e+01°)	(1.59567388406795e+01dB,8.29514973838435e+01°)	(-1.29823529135894e+01dB,-7.70910117628477e+01°)
2.05068993565051e+09	(-6.56690111832791e+00dB,-1.66947496419490e+02°)	(-2.07106573128190e+01dB,4.38385928170280e+01°)	(1.59549064554789e+01dB,8.29420612566546e+01°)	(-1.29854987302835e+01dB,-7.70974829883873e+01°)
2.05116217882505e+09	(-6.56686845695706e+00dB,-1.66964520013101e+02°)	(-2.07096411128475e+01dB,4.38375698213921e+01°)	(1.59530739889264e+01dB,8.29326247116475e+01°)	(-1.29886456249842e+01dB,-7.71039547790945e+01°)
2.05163453075012e+09	(-6.56683559347539e+00dB,-1.66981543683452e+02°)	(-2.07086248038803e+01dB,4.38365467545084e+01°)	(1.59512414354694e+01dB,8.29231875830918e+01°)	(-1.29917933378940e+01dB,-7.71104289386728e+01°)
2.05210699145075e+09	(-6.56680252754236e+00dB,-1.66998567430830e+02°)	(-2.07076083857903e+01dB,4.38355236196175e+01°)	(1.59494087952414e+01dB,8.29137498745008e+01°)	(-1.29949418706268e+01dB,-7.71169054686678e+01°)
2.05257956095201e+09	(-6.56676916411415e+00dB,-1.67015590734676e+02°)	(-2.07065918580813e+01dB,4.38345004082673e+01°)	(1.59475760687448e+01dB,8.29043115776951e+01°)	(-1.29980915394874e+01dB,-7.71233817800643e+01°)
2.05305223927895e+09	(-6.56673559766625e+00dB,-1.67032614115854e+02°)	(-2.07055752209760e+01dB,4.38334771354008e+01°)	(1.59457432557636e+01dB,8.28948727078903e+01°)	(-1.30012420316066e+01dB,-7.71298604641685e+01°)
2.05352502645663e+09	(-6.56670175208043e+00dB,-1.67049637231352e+02°)	(-2.07045584686395e+01dB,4.38324539734754e+01°)	(1.59439103621393e+01dB,8.28854334378167e+01°)	(-1.30043936106776e+01dB,-7.71363397191427e+01°)
2.05399792251011e+09	(-6.56666770285550e+00dB,-1.67066660424601e+02°)	(-2.07035416066479e+01dB,4.38314307564951e+01°)	(1.59420773823022e+01dB,8.28759936017514e+01°)	(-1.30075460164398e+01dB,-7.71428213496250e+01°)
2.05447092746447e+09	(-6.56663343088734e+00dB,-1.67083683517955e+02°)	(-2.07025246401837e+01dB,4.38304073068181e+01°)	(1.59402443110764e+01dB,8.28665530223247e+01°)	(-1.30106993033587e+01dB,-7.71493045688054e+01°)
2.05494404134478e+09	(-6.56659887896543e+00dB,-1.67100706345984e+02°)	(-2.07015075580827e+01dB,4.38293839777833e+01°)	(1.59384111596328e+01dB,8.28571120531487e+01°)	(-1.30138536825972e+01dB,-7.71557883622981e+01°)
2.05541726417614e+09	(-6.56656410377497e+00dB,-1.67117729074326e+02°)	(-2.07004903712242e+01dB,4.38283604225454e+01°)	(1.59365779170987e+01dB,8.28476703476515e+01°)	(-1.30170089464607e+01dB,-7.71622737463979e+01°)
2.05589059598362e+09	(-6.56652906681296e+00dB,-1.67134751715594e+02°)	(-2.06994730631686e+01dB,4.38273371752559e+01°)	(1.59347445999205e+01dB,8.28382284402567e+01°)	(-1.30201652534565e+01dB,-7.71687604960569e+01°)
2.05636403679233e+09	(-6.56649380600806e+00dB,-1.67151774257492e+02°)	(-2.06984556500875e+01dB,4.38263137082306e+01°)	(1.59329111919331e+01dB,8.28287858035536e+01°)	(-1.30233224485531e+01dB,-7.71752488387859e+01°)
2.05683758662737e+09	(-6.56645826418350e+00dB,-1.67168796534481e+02°)	(-2.06974381208349e+01dB,4.38252903747458e+01°)	(1.59310777042895e+01dB,8.28193427910912e+01°)	(-1.30264807432907e+01dB,-7.71817377605158e+01°)
2.05731124551384e+09	(-6.56642255488660e+00dB,-1.67185818877999e+02°)	(-2.06964204972763e+01dB,4.38242664780024e+01°)	(1.59292441151307e+01dB,8.28098987063436e+01°)	(-1.30296397196620e+01dB,-7.71882292923439e+01°)
2.05778501347685e+09	(-6.56638652574460e+00dB,-1.67202840969425e+02°)	(-2.06954027410128e+01dB,4.38232432520672e+01°)	(1.59274104628626e+01dB,8.28004547836503e+01°)	(-1.30327999563619e+01dB,-7.71947211804114e+01°)
2.05825889054153e+09	(-6.56635032853576e+00dB,-1.67219863127758e+02°)	(-2.06943848901712e+01dB,4.38222194693548e+01°)	(1.59255767093651e+01dB,8.27910097956990e+01°)	(-1.30359608780156e+01dB,-7.72012156810255e+01°)
2.05873287673301e+09	(-6.56631384921713e+00dB,-1.67236885021668e+02°)	(-2.06933669226217e+01dB,4.38211958330827e+01°)	(1.59237428767750e+01dB,8.27815644459805e+01°)	(-1.30391229064972e+01dB,-7.72077107653980e+01°)
2.05920697207640e+09	(-6.56627708753908e+00dB,-1.67253906651218e+02°)	(-2.06923488382323e+01dB,4.38201723464541e+01°)	(1.59219089652312e+01dB,8.27721187379711e+01°)	(-1.30422860437439e+01dB,-7.72142064347014e+01°)
2.05968117659684e+09	(-6.56624015696460e+00dB,-1.67270928348105e+02°)	(-2.06913306588359e+01dB,4.38191483128062e+01°)	(1.59200749529076e+01dB,8.27626719752804e+01°)	(-1.30454498708764e+01dB,-7.72207047195522e+01°)
2.06015549031949e+09	(-6.56620296196780e+00dB,-1.67287949959449e+02°)	(-2.06903123571000e+01dB,4.38181246160065e+01°)	(1.59182408671436e+01dB,8.27532250420501e+01°)	(-1.30486147574037e+01dB,-7.72272043828102e+01°)
2.06062991326948e+09	(-6.56616548378110e+00dB,-1.67304971306820e+02°)	(-2.06892939381335e+01dB,4.38171010784905e+01°)	(1.59164067028375e+01dB,8.27437777609882e+01°)	(-1.30517807581723e+01dB,-7.72337046349004e+01°)
2.06110444547197e+09	(-6.56612783581368e+00dB,-1.67321992722086e+02°)	(-2.06882754237461e+01dB,4.38160770036730e+01°)	(1.59145724381865e+01dB,8.27343294357828e+01°)	(-1.30549474537620e+01dB,-7.72402075060860e+01°)
2.06157908695212e+09	(-6.56608990412128e+00dB,-1.67339013873609e+02°)	(-2.06872567918547e+01dB,4.38150530945898e+01°)	(1.59127380952806e+01dB,8.27248807697429e+01°)	(-1.30581152671436e+01dB,-7.72467109683590e+01°)
2.06205383773509e+09	(-6.56605176363681e+00dB,-1.67356035106220e+02°)	(-2.06862380480959e+01dB,4.38140291852720e+01°)	(1.59109036684906e+01dB,8.27154315971731e+01°)	(-1.30612839364792e+01dB,-7.72532168296156e+01°)
2.06252869784605e+09	(-6.56601332051097e+00dB,-1.67373055896511e+02°)	(-2.06852191917716e+01dB,4.38130052673926e+01°)	(1.59090691585213e+01dB,8.27059819100196e+01°)	(-1.30644537802686e+01dB,-7.72597224923645e+01°)
2.06300366731018e+09	(-6.56597466800676e+00dB,-1.67390076768233e+02°)	(-2.06842002233230e+01dB,4.38119813556978e+01°)	(1.59072345649390e+01dB,8.26965317233016e+01°)	(-1.30676244835692e+01dB,-7.72662305569087e+01°)
2.06347874615267e+09	(-6.56593578747476e+00dB,-1.67407097542718e+02°)	(-2.06831811478082e+01dB,4.38109572727196e+01°)	(1.59053998826927e+01dB,8.26870808598244e+01°)	(-1.30707961010076e+01dB,-7.72727402321264e+01°)
2.06395393439870e+09	(-6.56589662185696e+00dB,-1.67424118054053e+02°)	(-2.06821619541408e+01dB,4.38099333714939e+01°)	(1.59035651228759e+01dB,8.26776296728976e+01°)	(-1.30739688455107e+01dB,-7.72792505049874e+01°)
2.06442923207347e+09	(-6.56585728444133e+00dB,-1.67441138634483e+02°)	(-2.06811426640816e+01dB,4.38089089556222e+01°)	(1.59017302637350e+01dB,8.26681774663958e+01°)	(-1.30771422964145e+01dB,-7.72857634050106e+01°)
2.06490463920217e+09	(-6.56581766139889e+00dB,-1.67458158952005e+02°)	(-2.06801232556020e+01dB,4.38078847279301e+01°)	(1.58998953273059e+01dB,8.26587249434183e+01°)	(-1.30803168779745e+01dB,-7.72922769051042e+01°)
2.06538015581001e+09	(-6.56577782742969e+00dB,-1.67475179352016e+02°)	(-2.06791037343641e+01dB,4.38068605224605e+01°)	(1.58980603079338e+01dB,8.26492719382810e+01°)	(-1.30834923277013e+01dB,-7.72987928145226e+01°)
2.06585578192220e+09	(-6.56573768908301e+00dB,-1.67492199310178e+02°)	(-2.06780840996024e+01dB,4.38058363309271e+01°)	(1.58962252063915e+01dB,8.26398184429711e+01°)	(-1.30866689648327e+01dB,-7.73053085329265e+01°)
2.06633151756396e+09	(-6.56569733921647e+00dB,-1.67509219351186e+02°)	(-2.06770643518299e+01dB,4.38048121680109e+01°)	(1.58943900221733e+01dB,8.26303644724434e+01°)	(-1.30898464737252e+01dB,-7.73118266636252e+01°)
2.06680736276051e+09	(-6.56565675934872e+00dB,-1.67526239296006e+02°)	(-2.06760444960593e+01dB,4.38037878563076e+01°)	(1.58925547502741e+01dB,8.26209098495667e+01°)	(-1.30930249090665e+01dB,-7.73183464139048e+01°)
2.06728331753708e+09	(-6.56561593109707e+00dB,-1.67543258965384e+02°)	(-2.06750245372775e+01dB,4.38027632184559e+01°)	(1.58907193857142e+01dB,8.26114543972529e+01°)	(-1.30962043255783e+01dB,-7.73248669901283e+01°)
2.06775938191891e+09	(-6.56557489040615e+00dB,-1.67560278718235e+02°)	(-2.06740044650966e+01dB,4.38017386188412e+01°)	(1.58888839388888e+01dB,8.26019984801624e+01°)	(-1.30993846189848e+01dB,-7.73313899829922e+01°)
2.06823555593124e+09	(-6.56553356216677e+00dB,-1.67577298209053e+02°)	(-2.06729842735995e+01dB,4.38007142297695e+01°)	(1.58870484157229e+01dB,8.25925422708730e+01°)	(-1.31025660560636e+01dB,-7.73379135855461e+01°)
2.06871183959931e+09	(-6.56549200281453e+00dB,-1.67594317604247e+02°)	(-2.06719639735712e+01dB,4.37996897047445e+01°)	(1.58852128054386e+01dB,8.25830854231631e+01°)	(-1.31057484266708e+01dB,-7.73444388127505e+01°)
2.06918823294837e+09	(-6.56545021206660e+00dB,-1.67611336903974e+02°)	(-2.06709435648780e+01dB,4.37986650469779e+01°)	(1.58833771081773e+01dB,8.25736279405175e+01°)	(-1.31089317325398e+01dB,-7.73509656658817e+01°)
2.06966473600368e+09	(-6.56540818963958e+00dB,-1.67628356108389e+02°)	(-2.06699230473866e+01dB,4.37976402596801e+01°)	(1.58815413240799e+01dB,8.25641698264202e+01°)	(-1.31121159754072e+01dB,-7.73574941462239e+01°)
2.07014134879052e+09	(-6.56536587857973e+00dB,-1.67645375051250e+02°)	(-2.06689024100636e+01dB,4.37966156956799e+01°)	(1.58797054641873e+01dB,8.25547114339742e+01°)	(-1.31153013694176e+01dB,-7.73640232416873e+01°)
2.07061807133413e+09	(-6.56532340988078e+00dB,-1.67662394245265e+02°)	(-2.06678816695057e+01dB,4.37955908394318e+01°)	(1.58778695119106e+01dB,8.25452522479071e+01°)	(-1.31184874385455e+01dB,-7.73705557769619e+01°)
2.07109490365981e+09	(-6.56528063404140e+00dB,-1.67679412998274e+02°)	(-2.06668608139386e+01dB,4.37945660323480e+01°)	(1.58760334790314e+01dB,8.25357926099050e+01°)	(-1.31216747155173e+01dB,-7.73770881337833e+01°)
2.07157184579283e+09	(-6.56523762540085e+00dB,-1.67696431656561e+02°)	(-2.06658398490493e+01dB,4.37935411085257e+01°)	(1.58741973598707e+01dB,8.25263323543389e+01°)	(-1.31248629366357e+01dB,-7.73836221231812e+01°)
2.07204889775848e+09	(-6.56519432703857e+00dB,-1.67713450053774e+02°)	(-2.06648187638223e+01dB,4.37925164207327e+01°)	(1.58723611654516e+01dB,8.25168718342501e+01°)	(-1.31280523164296e+01dB,-7.73901567333792e+01°)
2.07252605958205e+09	(-6.56515085194567e+00dB,-1.67730468523079e+02°)	(-2.06637975798966e+01dB,4.37914912730202e+01°)	(1.58705248741429e+01dB,8.25074103539641e+01°)	(-1.31312424311797e+01dB,-7.73966939920177e+01°)
2.07300333128884e+09	(-6.56510716100249e+00dB,-1.67747487078173e+02°)	(-2.06627762812166e+01dB,4.37904661986214e+01°)	(1.58686885020079e+01dB,8.24979484469871e+01°)	(-1.31344334422688e+01dB,-7.74032336850978e+01°)
2.07348071290415e+09	(-6.56506316166920e+00dB,-1.67764505192636e+02°)	(-2.06617548668616e+01dB,4.37894411893383e+01°)	(1.58668520499751e+01dB,8.24884861053956e+01°)	(-1.31376256706307e+01dB,-7.74097732057116e+01°)
2.07395820445330e+09	(-6.56501892811833e+00dB,-1.67781523213143e+02°)	(-2.06607333425365e+01dB,4.37884160792774e+01°)	(1.58650155123475e+01dB,8.24790231635697e+01°)	(-1.31408188520968e+01dB,-7.74163143658606e+01°)
2.07443580596160e+09	(-6.56497446006206e+00dB,-1.67798541139860e+02°)	(-2.06597117081115e+01dB,4.37873908716312e+01°)	(1.58631788892627e+01dB,8.24695596249758e+01°)	(-1.31440129884308e+01dB,-7.74228571669532e+01°)
2.07491351745438e+09	(-6.56492975721251e+00dB,-1.67815558972952e+02°)	(-2.06586899634577e+01dB,4.37863655695915e+01°)	(1.58613421808576e+01dB,8.24600954930789e+01°)	(-1.31472080814018e+01dB,-7.74294016104163e+01°)
2.07539133895696e+09	(-6.56488481927919e+00dB,-1.67832576712597e+02°)	(-2.06576681084439e+01dB,4.37853401763453e+01°)	(1.58595053872711e+01dB,8.24506307713415e+01°)	(-1.31504041327707e+01dB,-7.74359476976468e+01°)
2.07586927049467e+09	(-6.56483964597417e+00dB,-1.67849594358955e+02°)	(-2.06566461429430e+01dB,4.37843146950819e+01°)	(1.58576685086385e+01dB,8.24411654632255e+01°)	(-1.31536011443165e+01dB,-7.74424954301130e+01°)
2.07634731209285e+09	(-6.56479423700818e+00dB,-1.67866611912196e+02°)	(-2.06556240668270e+01dB,4.37832891289880e+01°)	(1.58558315450957e+01dB,8.24316995721916e+01°)	(-1.31567991178163e+01dB,-7.74490448092795e+01°)
2.07682546377686e+09	(-6.56474853553969e+00dB,-1.67883629205725e+02°)	(-2.06546018691196e+01dB,4.37822638306720e+01°)	(1.58539945076270e+01dB,8.24222334511229e+01°)	(-1.31599982687389e+01dB,-7.74555948240805e+01°)
2.07730372557203e+09	(-6.56470265438776e+00dB,-1.67900646573225e+02°)	(-2.06535795713915e+01dB,4.37812381044519e+01°)	(1.58521573746697e+01dB,8.24127664046108e+01°)	(-1.31631981715672e+01dB,-7.74621475010891e+01°)
2.07778209750373e+09	(-6.56465648016989e+00dB,-1.67917663681300e+02°)	(-2.06525571518260e+01dB,4.37802126523464e+01°)	(1.58503201680487e+01dB,8.24032991349478e+01°)	(-1.31663992555735e+01dB,-7.74687008168530e+01°)
2.07826057959733e+09	(-6.56461005160450e+00dB,-1.67934680516306e+02°)	(-2.06515346261047e+01dB,4.37791869477709e+01°)	(1.58484828720905e+01dB,8.23938311158242e+01°)	(-1.31696013619776e+01dB,-7.74752549849021e+01°)
2.07873917187818e+09	(-6.56456346001888e+00dB,-1.67951697606427e+02°)	(-2.06505119950000e+01dB,4.37781610052172e+01°)	(1.58466454860307e+01dB,8.23843623620057e+01°)	(-1.31728041722372e+01dB,-7.74818126196873e+01°)
